Y,T,prevearn,age,married,hrwage,black,hispanic,hsorged,yrs_educ,selection
16419,1,0,22,0,335,0,0,1,13,0
846,0,0,28,0,100,0,0,1,9,0
2054,1,2444.656006,28,1,335,0,0,0,9,0
0,1,0,22,0,390,1,0,1,12,0
13642,0,5600,26,0,201,0,0,1,12,0
18905,0,4500,29,0,365,0,0,1,12,0
3460,1,2444.656006,25,0,450,1,0,1,10,0
12753,1,0,34,0,520,0,0,1,12,0
4597,1,4800,26,0,400,0,0,1,12,0
1642,0,0,34,1,350,0,1,1,10,0
195,0,0,30,0,920,0,0,1,9,0
28631,1,176,42,1,550,0,0,1,12,0
16935,1,140,27,0,440,1,0,1,12,0
13976,0,5760,35,1,400,0,1,0,8,0
7218,1,3575,52,0,275,1,0,1,12,0
1325,1,339,27,0,365,0,0,1,12,0
0,0,0,33,0,500,0,0,1,12,0
2517,0,6000,26,0,201,0,0,1,12,0
0,1,0,30,0,500,1,0,1,15,0
37279,0,8000,28,0,610,0,0,1,12,0
0,0,2444.656006,48,0,350,0,0,1,12,1
4333,1,0,45,0,355,0,0,1,14,0
17438,0,9100,39,0,400,0,0,1,14,0
102,1,2444.656006,37,0,335,1,0,0,10,1
5239,1,4000,33,0,500,1,0,1,12,0
1806,0,0,25,0,450,0,0,0,7,1
249,0,1200,36,1,50,0,0,1,12,0
28728,0,0,29,0,430,1,0,1,12,0
25606,1,0,23,0,350,0,0,1,11,0
5307,0,2444.656006,27,0,400,1,0,1,12,0
33639,1,11600,55,1,567,0,0,0,8,1
480,1,2444.656006,40,0,350,0,0,0,8,0
0,1,0,42,0,350,0,0,1,13,0
18078,1,7372,39,0,660,0,1,1,12,0
28131,1,11000,27,0,525,0,0,1,12,0
366,1,0,26,0,355,1,0,1,10,0
23005,1,0,42,1,550,0,0,1,12,0
8472,1,2444.656006,23,0,680,0,0,1,12,1
3687,1,2444.656006,23,0,335,0,0,1,13,0
2352,1,400,32,0,117,0,0,0,10,0
0,1,2444.656006,36,0,520,1,0,1,12,0
14547,1,0,29,1,335,0,0,0,10,0
8517,1,0,28,0,600,1,0,1,12,0
417,1,2444.656006,31,0,335,1,0,0,11,0
5196,1,1000,36,0,360,0,0,1,16,1
6629,0,6171,24,0,400,1,0,1,12,0
29106,0,0,23,0,335,1,0,1,16,0
30281,0,0,38,0,528,0,0,0,8,1
30249,1,300,34,0,350,0,0,0,8,1
3588,0,0,40,0,500,0,1,1,11,0
16232,1,2444.656006,29,0,1000,1,0,0,11,0
42106,1,5000,42,0,450,0,0,1,13,1
26812,1,0,35,1,385,0,0,1,12,0
11691,0,5600,36,1,600,0,0,1,12,0
16122,0,2444.656006,30,0,340,1,0,0,8,1
8925,1,2444.656006,31,0,450,0,1,1,12,0
6168,0,12000,46,1,625,0,0,1,12,0
1230,1,2444.656006,28,0,550,0,0,1,10,0
11640,1,0,66,0,365,0,0,1,12,0
5058,0,160,32,0,400,0,1,0,7,0
7306,1,2444.656006,28,0,445,1,0,1,12,0
34224,0,2444.656006,29,0,465,0,0,0,9,1
21231,1,5785,40,0,385,0,0,0,11,0
5232,0,1777,22,0,335,0,0,1,12,0
1607,0,0,33,0,350,0,1,0,9,0
13089,0,2487,29,0,450,0,0,1,12,0
23341,1,13000,36,0,575,0,0,1,12,0
9615,1,6000,22,1,487,0,0,1,13,0
16263,1,500,24,0,335,0,0,1,12,1
34470,1,6000,33,0,380,0,0,1,12,0
40925,1,0,35,1,365,0,0,1,12,1
61,0,0,29,0,425,0,1,0,11,0
6864,1,900,24,1,350,0,0,1,12,0
21291,1,0,30,0,335,0,0,1,11,0
29880,1,2444.656006,30,0,350,0,0,0,8,1
0,1,0,22,1,375,1,0,1,12,0
18250,0,6000,33,0,335,0,1,0,9,0
2450,0,250,27,0,234,1,0,0,10,0
2043,1,0,50,0,205,1,0,1,11,0
25064,1,0,30,1,400,0,0,1,9,0
153,1,2444.656006,23,0,500,1,0,1,12,0
5233,1,2444.656006,27,0,590,1,0,0,11,0
10515,1,2191,48,0,400,0,0,1,12,0
7766,0,2444.656006,28,0,400,0,0,1,7,0
2433,1,0,25,0,475,1,0,0,10,0
11100,0,0,28,1,565,0,0,1,12,0
0,1,0,34,0,625,1,0,1,12,1
12849,1,2000,26,0,450,0,0,1,12,0
14107,0,0,73,0,465,0,0,1,12,0
6972,0,0,34,1,600,0,1,0,9,0
19542,1,0,27,0,525,1,0,1,12,0
10599,0,2000,24,0,319,1,0,1,12,0
26492,1,5000,26,0,539,0,0,1,12,0
20997,1,600,23,0,350,0,0,1,12,0
0,0,676,56,0,87,0,0,1,12,0
5715,1,2444.656006,33,0,335,0,0,1,12,0
909,0,652,23,1,400,0,0,1,12,1
37505,1,6282,38,0,440,0,0,1,11,0
1038,1,2444.656006,33,0,500,0,0,0,11,0
42075,1,2444.656006,23,0,365,0,0,1,12,1
8994,1,2640,31,0,525,1,0,1,12,0
3714,1,2444.656006,76,0,380,0,0,0,11,1
100,1,6373,27,0,233,0,0,1,13,0
8820,0,3160,27,0,375,1,0,1,12,0
8382,1,2300,24,0,750,1,0,1,12,0
1324,1,3000,22,0,425,1,0,1,13,0
9018,1,1368,24,0,600,0,0,1,12,0
321,1,0,42,0,525,1,0,1,12,0
37998,0,2444.656006,41,0,1069,0,0,1,12,0
9266,0,1500,30,0,831,0,0,1,13,0
36552,0,500,49,1,335,0,0,0,11,0
2100,0,5000,24,0,400,0,0,1,10,0
0,0,0,45,1,350,0,1,0,8,0
21277,0,100,24,0,525,1,0,1,12,0
5940,1,500,24,1,335,1,0,1,12,0
0,1,2444.656006,23,1,365,0,1,1,11,0
13562,1,2000,56,1,335,0,0,1,13,0
26133,1,5616,41,0,390,1,0,1,12,0
21955,0,2444.656006,48,0,500,0,0,1,12,0
22171,1,11400,38,0,733,0,0,0,8,0
1534,1,4500,35,1,400,0,0,1,14,0
8040,1,0,30,0,370,0,1,0,9,0
13827,0,6000,26,0,488,0,0,1,12,0
0,1,3000,34,1,430,0,0,0,9,0
63713,1,1020,25,1,400,0,0,1,12,1
10411,1,3362,22,0,400,0,1,1,12,0
4518,1,1524,36,0,635,0,0,1,11,0
50861,1,5760,25,0,400,0,0,1,16,0
255,1,2444.656006,60,1,317,0,0,1,14,0
23847,0,5486,39,0,350,0,0,0,9,0
1744,1,300,25,0,400,1,0,1,11,0
6809,1,2444.656006,28,0,375,1,0,0,12,0
26319,1,2444.656006,32,0,500,1,0,0,9,0
2008,0,0,25,0,625,0,0,0,10,0
15348,1,2444.656006,33,1,325,0,1,0,11,0
2829,0,1440,37,0,400,0,0,0,9,0
13705,1,59,27,0,345,1,0,1,12,0
31650,1,0,30,0,460,0,0,1,9,0
15633,1,6600,30,0,550,0,0,1,12,0
19146,1,78,26,0,405,1,0,1,13,0
17358,1,146,27,0,500,0,0,1,12,0
25887,1,0,32,0,585,0,0,0,10,0
408,1,6612,24,0,480,0,0,0,11,0
87,1,0,33,0,488,0,0,1,14,0
20430,0,5148,28,0,335,0,0,0,9,0
19865,1,2444.656006,28,0,450,1,0,1,8,0
45194,0,18000,31,0,900,0,1,1,16,0
7377,0,3115,43,0,186,0,0,1,12,0
20961,1,2000,26,0,166,0,0,1,12,1
3986,1,2700,28,0,470,0,0,1,7,1
28749,1,3692,31,0,375,0,0,1,13,0
0,1,2444.656006,25,0,335,0,0,1,17,0
7398,1,2400,43,0,500,1,0,1,12,0
27941,1,2444.656006,28,0,425,1,0,1,12,0
0,0,300,28,0,148,0,0,1,10,0
17168,1,5400,51,0,750,0,0,1,13,0
0,1,2444.656006,29,0,625,1,0,1,9,0
7718,0,0,30,0,380,1,0,1,12,0
33316,1,2444.656006,33,0,450,0,0,1,12,0
6520,1,2000,32,0,375,0,0,1,12,0
10565,1,1000,40,0,100,0,0,0,11,0
0,0,0,22,0,375,0,1,1,11,0
57,1,32,24,1,400,0,0,1,12,0
44442,0,0,39,0,600,0,0,1,12,0
36147,0,6000,22,0,450,0,0,1,12,0
0,0,200,26,0,500,1,0,0,12,0
44601,1,10000,37,0,715,1,0,1,10,0
15969,1,2444.656006,29,0,500,0,0,0,11,0
10287,0,4473,36,1,375,0,0,1,11,0
21710,1,1347,36,0,355,0,0,1,12,0
6699,1,2444.656006,32,1,375,0,0,1,9,0
18990,1,3000,52,1,365,0,0,1,12,1
39441,1,0,23,0,400,0,0,1,12,0
6495,1,4480,43,0,400,0,0,0,11,0
6646,1,1400,26,0,355,0,0,1,13,0
3031,1,270,39,0,335,0,0,1,12,0
2373,1,2444.656006,30,0,365,1,0,1,12,0
0,1,0,35,0,500,1,0,1,12,0
2180,1,890,32,1,390,0,0,1,11,0
31427,1,2444.656006,35,0,510,1,0,1,12,0
925,1,0,43,0,290,0,0,1,11,0
4215,1,3120,32,1,650,0,0,1,12,0
24156,0,5000,25,0,545,0,0,0,9,1
0,1,6240,39,0,209,0,0,1,12,1
672,1,700,34,0,335,0,0,1,8,0
17448,1,1646,30,0,350,1,0,1,12,0
0,0,98,24,0,500,0,0,1,12,1
31689,1,1020,26,0,425,0,1,1,10,0
18093,1,5000,35,0,350,0,0,1,12,0
5961,1,165,23,0,350,1,0,1,12,0
0,1,260,39,0,500,0,0,0,10,0
0,0,0,34,0,487,1,0,1,12,0
6814,0,2444.656006,31,0,425,0,0,0,11,1
5451,0,0,24,0,1250,1,0,1,12,0
0,1,379,44,0,350,1,0,0,9,0
19509,1,200,26,1,375,1,0,1,14,0
1581,0,0,26,0,1500,0,1,1,10,0
9508,1,2444.656006,51,0,308,0,0,1,9,0
0,0,2444.656006,26,0,590,0,0,1,12,1
846,0,6614,29,0,475,0,1,1,12,0
0,1,2444.656006,33,0,335,0,0,1,16,0
4053,0,2444.656006,42,0,380,0,0,1,12,0
26923,1,521,33,0,335,0,0,1,12,0
2490,1,2444.656006,40,1,350,0,0,0,10,1
4446,1,200,26,1,335,0,0,0,12,1
13961,0,5000,29,0,575,0,0,0,9,0
53779,1,2444.656006,33,0,463,0,1,1,12,0
3336,1,4900,43,0,450,0,0,1,8,1
0,1,0,51,0,1500,0,0,1,8,0
0,1,2444.656006,29,0,350,0,0,0,13,0
2034,1,36,28,0,333,1,0,1,12,0
12084,1,2444.656006,28,0,667,0,0,0,9,0
12348,1,2160,35,0,450,1,0,1,12,0
0,1,0,23,0,500,0,1,0,9,0
2761,1,0,22,0,375,1,0,0,9,0
0,1,0,43,0,538,0,0,1,13,0
0,1,0,28,1,1502,0,0,1,11,0
31170,1,0,40,0,525,0,0,1,13,0
39260,1,0,39,0,615,1,0,1,12,0
14247,0,5000,24,0,350,0,1,0,9,0
27323,0,4462,26,1,357,0,0,1,12,0
12264,1,800,28,1,400,0,1,0,10,0
390,1,3444,44,0,325,0,0,1,12,0
14988,1,0,31,0,560,1,0,1,12,0
10395,0,90,23,0,410,1,0,0,12,0
903,0,0,39,0,100,0,1,1,12,0
40858,1,8000,23,0,280,0,0,1,14,0
13381,1,1350,36,0,450,1,0,0,10,0
6940,1,1000,37,0,1500,0,0,1,12,0
534,0,2444.656006,74,0,750,0,0,0,8,1
19044,1,2000,22,0,433,0,0,1,12,0
15714,0,0,24,0,335,1,0,1,12,0
41680,1,4000,34,0,500,0,0,1,12,0
0,0,150,44,0,626,0,0,1,12,0
183,1,2444.656006,28,0,630,0,0,1,12,1
3363,1,0,57,1,425,0,0,0,11,1
0,0,0,26,0,400,0,1,1,12,0
3639,0,900,30,0,400,0,0,1,12,0
23429,1,2444.656006,28,0,335,0,0,0,10,0
10209,1,0,32,0,375,1,0,1,12,0
0,0,0,25,0,1250,1,0,0,12,0
34044,1,0,26,0,500,1,0,1,13,0
0,1,0,28,1,350,0,0,1,12,0
29931,0,6800,23,0,370,0,0,1,14,0
14064,1,2444.656006,24,0,400,1,0,0,9,0
1986,1,0,25,1,438,0,0,1,12,0
10569,0,0,32,1,422,0,0,1,11,0
16307,0,500,34,0,500,0,0,1,12,1
17915,0,500,35,0,425,1,0,1,13,0
5328,1,2299,29,1,385,0,0,1,12,0
18950,0,0,39,0,1250,1,0,1,12,0
12716,0,2428,24,0,335,0,0,1,13,0
14465,1,1608,31,0,335,0,0,1,13,0
27340,1,0,49,0,400,0,0,1,12,0
31431,1,2212,29,1,350,0,0,1,7,0
21777,0,2444.656006,27,1,400,0,0,0,9,0
1028,1,0,42,0,373,0,0,0,11,0
1236,0,0,23,0,425,0,0,0,10,0
0,0,0,22,1,300,0,0,1,12,0
33836,1,1840,29,1,575,0,1,1,12,0
0,1,1506,26,0,350,0,0,1,12,1
4872,0,2444.656006,27,0,400,1,0,1,15,0
0,0,0,52,1,1875,0,0,1,12,0
0,1,0,25,1,205,0,0,1,13,0
14404,0,2444.656006,60,1,335,0,0,1,12,0
31645,1,1102,32,0,525,0,1,1,12,0
796,0,6120,32,0,425,1,0,1,12,0
7986,0,558,25,0,350,0,0,0,10,1
4353,1,0,41,0,335,1,0,0,10,0
10396,1,0,28,0,375,1,0,1,12,0
4608,0,1000,52,0,333,0,0,1,11,1
28884,1,1000,36,0,500,0,0,1,12,0
2493,1,6000,25,0,400,0,0,1,12,0
18014,1,0,49,0,493,0,1,0,8,0
18213,0,6000,30,0,550,0,0,1,12,1
31235,1,0,34,0,800,0,0,1,14,0
0,1,0,30,0,500,0,1,1,12,0
0,1,0,34,0,865,0,0,1,12,0
5413,0,2444.656006,51,0,385,0,0,1,7,1
20749,1,2444.656006,48,0,625,0,0,1,12,1
15655,1,0,44,0,440,1,0,1,13,0
0,1,2444.656006,32,1,833,0,0,1,14,0
0,1,0,28,0,400,1,0,1,11,0
2776,0,9000,29,1,700,0,0,1,11,0
0,1,0,25,0,362,0,0,0,9,0
6255,1,0,32,1,400,0,0,1,12,1
0,1,2558,24,0,400,0,1,0,8,0
27233,1,0,32,0,365,0,0,1,12,0
28453,1,0,23,0,336,1,0,1,13,0
17271,1,7261,49,0,475,0,0,1,12,0
0,0,0,28,0,538,0,0,0,10,0
3036,1,0,64,1,1250,0,0,1,12,0
4887,0,2444.656006,27,0,475,1,0,1,9,0
33640,1,2343,59,0,500,0,0,1,12,0
38486,1,5980,46,0,400,0,0,0,14,0
0,0,0,29,1,1970,1,0,1,12,0
20758,0,8216,35,0,400,1,0,0,12,1
46564,1,0,54,1,500,0,0,0,10,1
0,1,2444.656006,53,0,600,1,0,1,12,0
203,1,1200,22,0,3636,0,0,1,9,0
19526,1,2444.656006,30,0,550,0,0,1,12,1
6518,1,1000,54,0,500,0,0,1,14,0
972,1,0,23,0,258,0,1,1,9,0
57785,1,2560,24,1,400,0,0,1,12,0
35490,1,0,25,0,350,0,0,1,12,0
29916,1,10,30,0,595,0,0,1,12,1
36720,1,3000,30,0,300,0,0,1,13,0
17355,1,6807,44,0,380,0,0,1,10,0
10080,0,0,31,0,410,1,0,1,12,0
12159,0,2444.656006,34,0,335,1,0,0,10,0
1185,1,2444.656006,54,0,563,1,0,1,12,0
918,1,1800,22,0,420,0,0,1,12,0
20682,1,0,51,0,250,0,0,1,8,0
537,0,2444.656006,27,0,335,1,0,0,9,1
1202,0,7500,24,0,400,0,0,1,12,0
294,1,0,54,0,351,0,0,1,12,1
3762,1,600,26,0,460,0,0,1,15,0
12627,1,3000,33,0,250,0,0,1,12,0
0,0,2444.656006,29,0,500,1,0,1,12,0
26892,1,2444.656006,28,0,560,0,0,1,15,0
0,1,9500,24,1,625,0,1,1,12,0
15945,0,4520,33,0,500,0,0,0,10,0
21765,0,1107,28,0,375,0,0,0,13,0
25009,1,2444.656006,26,1,390,0,0,1,12,0
0,0,7056,44,1,420,0,0,1,12,0
1274,1,500,30,0,425,0,0,0,9,0
32276,0,2444.656006,31,0,505,0,0,1,12,0
20238,1,4962,34,0,350,1,0,1,12,0
3684,0,0,67,1,350,0,0,1,12,0
0,1,0,32,0,335,0,0,1,14,0
1083,0,2444.656006,28,0,525,0,1,0,10,0
0,0,0,44,1,188,0,0,1,12,0
29343,0,0,28,0,390,0,0,1,12,0
22959,0,7500,35,0,925,0,0,1,12,1
31911,1,3000,26,0,390,1,0,1,9,0
29957,0,7000,25,0,365,1,0,1,12,0
10275,1,800,38,0,500,0,1,1,12,0
21969,1,0,41,0,380,0,0,0,8,0
0,1,1914,24,0,435,0,0,1,10,0
933,1,0,27,0,450,0,0,0,10,0
7092,1,300,23,0,335,0,0,1,12,0
0,1,960,29,0,600,0,0,1,12,0
3933,1,1284,42,0,625,1,0,1,14,0
19046,1,4436,38,0,450,0,0,1,12,0
33063,0,8500,33,0,625,0,0,1,12,0
0,1,0,38,0,438,0,1,1,12,0
9607,1,8700,40,0,571,0,0,1,14,0
690,1,0,23,0,400,0,0,0,8,1
4938,1,5928,40,0,500,0,0,1,12,0
34182,0,200,34,0,365,1,0,1,14,0
18084,1,900,64,1,500,0,0,0,10,0
50630,0,9401,27,0,660,0,0,0,10,0
15458,1,9360,26,0,450,1,0,1,12,0
10947,0,5440,24,0,550,0,1,1,12,0
1407,0,2444.656006,38,0,450,0,0,0,9,1
0,1,650,23,1,335,0,1,1,12,0
0,0,2444.656006,22,0,600,0,0,0,9,0
4683,1,0,25,0,400,0,1,1,12,0
48228,1,2444.656006,33,0,750,1,0,1,12,0
16028,1,715,29,0,447,1,0,1,12,0
28474,1,7000,32,1,363,1,0,1,14,0
9534,1,2444.656006,33,0,201,0,0,0,8,0
43524,1,3460,59,0,840,0,0,1,12,0
18695,0,1072,40,0,335,1,0,1,12,0
2260,0,0,69,0,500,0,0,1,16,0
0,1,5000,26,0,450,0,0,1,12,0
9531,0,4000,24,0,475,1,0,1,12,0
0,0,0,37,0,365,0,0,1,12,0
15348,1,2340,33,1,300,0,0,1,17,0
1458,0,0,24,0,365,0,1,1,12,0
4197,1,2444.656006,29,0,250,0,0,1,11,0
435,1,0,58,1,425,0,1,1,12,1
14304,1,2444.656006,24,0,575,1,0,1,13,0
0,1,0,43,0,410,0,0,1,8,0
0,1,0,25,0,575,0,0,0,13,0
25020,0,0,36,0,475,1,0,1,12,0
75,1,2444.656006,37,0,395,1,0,1,14,0
15378,0,8000,27,1,400,0,0,1,12,0
11867,1,0,25,0,740,0,0,1,13,0
4913,1,230,30,0,365,1,0,1,12,0
24825,1,8000,38,0,500,0,1,0,11,0
20025,1,2500,41,1,350,0,0,1,12,0
15944,1,2444.656006,53,1,500,0,1,0,8,0
20193,1,0,23,0,950,0,0,1,12,0
0,1,1998,44,1,475,0,0,1,16,0
41871,1,7000,34,0,610,0,0,1,12,0
15682,1,0,30,0,460,0,0,1,12,0
1194,1,2444.656006,57,1,487,0,0,1,16,1
0,0,7441,28,1,590,0,0,1,12,0
15981,0,1530,30,1,425,0,0,1,12,0
35883,0,0,44,0,395,0,0,1,9,0
26014,1,0,39,0,308,1,0,1,12,0
20366,1,7661,24,0,425,0,0,1,12,0
22874,1,2000,22,0,340,0,0,1,12,0
16326,0,3000,23,1,400,1,0,0,11,0
0,0,0,32,0,345,1,0,1,10,0
0,1,0,23,1,313,1,0,0,11,0
7626,1,2444.656006,31,1,425,0,0,1,12,0
0,0,2444.656006,57,0,365,0,0,0,11,0
0,0,0,37,0,735,0,0,1,11,0
0,0,335,53,1,260,0,0,0,8,1
6072,1,2444.656006,40,0,425,1,0,1,12,0
22185,1,0,32,1,335,1,0,1,10,0
21118,1,1072,26,0,335,1,0,1,9,0
5211,0,850,40,1,335,0,0,1,12,0
30618,0,3660,44,1,400,0,0,1,12,0
18583,0,2444.656006,25,0,465,0,0,1,12,0
26091,1,557,47,1,400,0,0,1,12,0
16691,1,2444.656006,41,0,450,1,0,0,11,0
35999,1,2500,44,0,800,1,0,1,12,0
204,1,0,37,1,1875,0,1,1,9,0
0,1,0,37,0,335,0,0,1,9,0
27579,1,3862,30,0,395,0,0,1,13,0
201,0,700,25,1,385,1,0,1,12,0
0,0,2444.656006,33,0,400,1,0,0,11,0
41912,1,7500,44,0,110,0,1,1,12,1
22200,0,700,24,0,335,0,0,0,9,0
28409,1,2602,32,0,660,1,0,1,12,0
670,1,2444.656006,24,0,490,1,0,1,12,0
7893,1,2700,24,0,400,0,0,0,12,0
10339,1,0,22,1,400,0,0,0,10,0
1135,1,5500,62,1,375,0,0,1,12,0
16713,1,2444.656006,25,0,335,0,1,1,12,0
24580,1,8000,32,0,400,0,1,0,8,0
6603,1,1132,42,1,590,0,1,1,12,0
0,1,0,23,0,210,0,0,0,7,0
63717,1,7000,26,1,425,0,0,1,12,0
114,1,0,68,0,175,0,0,1,12,1
21021,0,536,56,0,335,0,0,0,11,0
6105,0,4500,24,0,429,0,1,1,13,0
1542,0,3840,46,1,500,0,0,0,10,0
7008,0,0,23,0,350,0,1,1,9,0
19110,1,0,57,0,703,0,0,1,12,0
483,0,0,41,0,400,0,0,0,9,0
22875,1,2444.656006,28,1,350,0,0,0,8,1
0,0,0,42,0,265,1,0,0,10,0
1245,1,3000,29,0,680,0,0,1,13,0
6201,1,7000,28,0,535,0,0,0,8,0
4187,1,1500,22,0,450,1,0,1,12,0
897,1,0,34,0,633,0,0,1,8,0
12297,0,200,24,0,350,0,1,1,11,0
2235,1,0,23,1,400,0,0,0,11,1
4932,1,0,30,0,557,1,0,1,12,0
765,0,2000,25,0,500,0,0,1,14,0
372,1,0,31,0,425,0,0,1,12,1
0,1,0,31,0,380,1,0,1,14,0
8895,0,4800,40,0,800,0,0,1,9,0
43589,1,0,35,1,693,0,0,1,11,0
143,1,72,25,1,450,0,1,1,12,0
15938,1,250,25,0,400,1,0,1,13,1
5880,0,1200,33,0,438,0,1,1,12,0
10138,1,2444.656006,25,0,345,1,0,1,12,0
0,0,2444.656006,74,0,486,0,0,1,9,1
20100,1,1876,56,0,335,0,0,0,7,1
11091,1,0,73,0,450,0,0,1,12,0
23493,1,9808,29,0,475,1,0,1,13,0
10888,1,0,26,1,300,0,0,1,14,0
27371,1,0,37,0,450,1,0,1,15,0
0,0,536,39,0,335,0,0,1,11,0
12777,1,400,22,0,400,0,0,0,9,1
8574,1,4500,22,0,375,0,0,1,9,0
122,1,2444.656006,29,0,865,0,0,0,10,1
27876,1,10208,36,1,875,0,0,1,12,1
38018,0,0,24,0,250,0,0,0,10,0
1302,1,1500,29,0,485,0,0,1,11,0
21631,0,100,24,0,380,0,1,1,12,0
0,1,0,23,0,500,0,0,0,9,0
23952,0,4200,23,0,425,0,0,1,12,0
0,1,0,38,0,261,1,0,1,10,0
28090,1,2232,28,1,360,0,0,1,12,0
3270,1,4000,27,0,275,0,0,1,10,0
34245,0,0,41,0,335,0,1,1,8,0
2472,0,2444.656006,31,1,400,0,0,0,10,0
11696,1,2444.656006,36,0,247,0,0,1,12,0
20178,0,3366,43,1,541,0,1,1,12,0
8439,1,3000,36,0,700,0,0,1,14,0
6375,1,0,33,0,525,0,0,0,8,1
14748,1,4200,27,0,400,0,0,0,11,0
19533,1,3000,30,1,500,0,0,1,17,0
8050,0,5618,23,0,335,0,0,1,12,0
2728,1,3000,27,0,350,0,0,0,11,0
9028,1,2444.656006,28,0,405,1,0,0,9,1
5752,0,2444.656006,34,0,425,0,1,1,12,0
2537,1,1300,25,0,590,1,0,0,7,1
38310,1,1200,28,1,517,0,0,1,12,0
3771,1,0,24,0,350,0,0,0,7,1
7749,0,300,22,1,335,0,0,1,10,0
3927,1,1200,22,0,725,1,0,1,11,0
21827,0,10000,27,0,543,0,0,1,12,0
22460,1,3000,24,0,350,1,0,1,15,0
629,0,1542,42,0,400,0,0,1,11,0
8321,1,3000,24,0,650,1,0,0,9,0
27453,0,5000,25,0,500,1,0,1,16,0
0,0,1100,29,0,365,1,0,1,13,0
37014,1,5760,32,0,375,0,1,1,10,0
16692,1,500,27,1,335,0,0,1,12,1
5432,0,0,29,1,400,0,1,0,8,0
3222,1,1200,25,0,444,0,0,1,12,0
15917,1,0,32,0,420,0,0,1,12,0
13170,1,0,38,0,600,0,0,1,12,0
48810,1,3570,34,0,425,1,0,1,10,0
15936,1,2444.656006,24,1,335,0,0,0,8,1
2246,1,800,24,0,335,1,0,1,16,0
33287,1,0,29,0,460,0,1,0,11,0
11788,0,837,37,0,350,1,0,1,12,0
0,1,3000,30,0,600,0,0,1,13,0
22925,0,7600,28,1,516,0,0,0,9,0
1707,1,0,35,0,700,0,0,1,10,0
29252,1,2444.656006,30,0,201,0,0,1,11,0
24206,1,3338,37,0,543,0,0,0,10,0
8941,1,3069,35,0,450,0,0,1,12,0
952,0,0,23,0,335,1,0,1,11,0
406,1,7000,27,0,400,0,0,1,10,0
32482,0,3000,30,0,335,0,0,1,9,0
34364,1,9791,40,1,335,0,0,1,12,0
19300,0,2444.656006,34,0,375,0,1,1,12,0
5532,0,0,40,0,335,1,0,1,11,0
10950,1,560,32,0,350,1,0,1,12,0
0,0,3100,24,0,201,0,0,1,9,0
2738,0,2000,37,0,500,0,0,0,10,0
24295,1,0,43,0,475,0,0,1,11,0
9084,0,0,52,0,450,0,0,1,15,0
14773,1,604,23,0,378,1,0,1,12,0
4785,1,6440,28,1,233,0,0,1,12,0
148,0,2444.656006,39,0,500,1,0,0,10,0
32409,0,2000,38,0,525,1,0,0,12,0
2223,0,0,35,0,340,0,0,0,9,0
15579,0,2444.656006,27,1,352,0,0,0,8,1
705,1,2444.656006,28,0,335,0,0,0,10,1
1966,1,2444.656006,32,0,470,1,0,1,12,0
26298,0,9000,29,0,485,0,0,1,12,0
630,0,7200,32,0,500,0,1,1,12,0
0,1,0,38,0,400,1,0,0,10,0
27561,1,0,30,0,345,0,1,1,10,0
8996,1,2444.656006,25,0,555,0,0,1,10,0
13755,0,0,22,0,335,0,0,1,12,0
38077,0,2688,33,0,1551,1,0,1,12,0
0,0,0,24,0,425,1,0,0,8,0
9316,0,4680,33,0,500,0,0,0,10,0
7347,0,1099,45,0,335,0,1,1,12,0
0,1,0,72,0,425,0,0,1,12,0
48840,1,12000,28,1,610,0,0,1,12,0
104,0,0,26,0,945,0,1,0,8,0
3493,1,1300,24,0,201,1,0,1,11,0
27816,1,4000,32,0,600,0,0,1,9,0
14832,0,2444.656006,24,0,490,0,1,1,12,0
34350,0,17000,38,0,700,0,0,1,13,0
0,0,0,30,0,500,0,0,1,12,0
14038,1,1600,25,1,473,0,0,1,12,0
19669,1,2400,28,0,400,0,0,1,12,0
0,1,0,32,0,1250,0,1,1,10,0
22088,0,0,57,0,733,0,0,1,13,0
7449,1,1940,31,0,350,0,0,1,12,0
11549,0,0,31,0,450,1,0,1,12,0
7442,1,2444.656006,39,0,201,0,0,1,12,1
2902,1,135,35,0,335,0,0,1,12,0
328,1,2444.656006,31,0,646,0,0,1,12,1
20825,1,2550,30,1,395,0,0,0,10,0
0,0,2444.656006,27,0,350,0,0,1,7,0
27251,1,2444.656006,38,0,526,0,1,1,12,0
2955,0,744,49,0,375,0,0,0,8,1
32004,0,200,23,0,365,0,0,1,7,0
10790,1,4800,52,0,350,0,0,0,10,1
9184,1,0,22,0,400,0,0,0,11,0
6558,1,3185,32,0,415,0,0,1,11,0
18234,1,2444.656006,45,0,265,1,0,0,10,0
693,1,8900,34,0,490,0,0,1,12,0
13164,0,3250,33,0,400,1,0,1,12,0
2483,1,2444.656006,32,1,525,0,0,0,9,0
19366,1,5040,24,0,350,1,0,1,12,0
250,0,6000,26,0,435,0,0,1,12,0
35544,1,6000,42,1,535,0,0,1,12,0
8046,1,5962,28,0,519,0,0,1,11,0
7926,0,0,53,0,444,1,0,0,7,0
2628,0,0,33,0,400,0,0,0,10,0
25483,1,0,24,0,400,1,0,1,13,0
36913,1,2500,26,0,531,1,0,1,12,1
1224,1,0,27,0,500,1,0,1,12,0
3366,1,2000,29,1,659,0,0,1,8,0
0,0,0,45,0,115,0,0,1,15,0
2469,1,1900,25,0,445,0,0,0,11,0
12297,0,6000,38,0,375,1,0,0,10,0
973,1,1200,22,0,375,0,0,1,12,0
